"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF.sg_h","Conc_no_Treat","Fold","p.value","FDR"
"399","chr14",95544605,95545005,401,"*",3.87406320015257,4.38324224782106,3.08010600941383,0.00701732982913196,0.0918351626703722,0.990159328441165
"400","chr14",70884925,70885325,401,"*",1.93205619594916,2.72699941852686,0.0160709646336795,0.00336364727776731,0.0923390053221508,0.990159328441165
"401","chr21",45087238,45087638,401,"*",1.93205619594916,2.72699941852686,0.0160709646336795,0.00336364727776731,0.0923390053221508,0.990159328441165
"402","chr8",28943292,28943692,401,"*",4.44597120329555,4.95708458114406,3.64722964206889,0.00695510129702758,0.092392485588448,0.990159328441165
"403","chr8",101760039,101760439,401,"*",1.93036892256348,2.72505427119069,0.0160709646336795,0.00335961279165271,0.0926303750991671,0.990159328441165
"404","chr21",45088796,45089196,401,"*",2.1830493649758,2.92994714031488,0.547373645300168,0.00385554263345136,0.0929330881986296,0.990159328441165
"405","chr8",95199665,95200065,401,"*",2.44903728679341,1.02979579595972,3.15044541960097,-0.00431055691189939,0.0931492006921649,0.990159328441165
"406","chr11",6563339,6563739,401,"*",2.7177769128109,3.34751554942882,1.57445301989289,0.00513213089547001,0.0931613090770775,0.990159328441165
"407","chr19",39402807,39403207,401,"*",3.25595286625839,2.19598065614229,3.86036460808555,-0.00550122003782166,0.0932016804669534,0.990159328441165
"408","chr9",112170978,112171378,401,"*",4.22277923300024,4.69842592218569,3.50837938152615,0.0076289311538752,0.0932049852740404,0.990159328441165
"409","chr6",16266617,16267017,401,"*",4.2643633174549,4.75342838832337,3.5188726363231,0.00733981725166027,0.093219879742916,0.990159328441165
"410","chr4",109735774,109736174,401,"*",3.37221473802124,3.93416286009111,2.43913380070074,0.0060938488175544,0.0932691725032592,0.990159328441165
"411","chr7",150368376,150368776,401,"*",3.9583817150798,2.19223079347675,4.729006079474,-0.00360631448910189,0.0933063386199126,0.990159328441165
"412","chr10",18735788,18736188,401,"*",2.71745082554277,3.34709403933316,1.57445301989289,0.00511734923941654,0.0936663730524264,0.990159328441165
"413","chr11",62025394,62025794,401,"*",2.71745082554277,3.34709403933316,1.57445301989289,0.00511734923941654,0.0936663730524264,0.990159328441165
"414","chr3",71208313,71208713,401,"*",3.26383323931016,3.83444676527204,2.30604324891617,0.00593632817079392,0.0937668373970492,0.990159328441165
"415","chr11",65435061,65435461,401,"*",2.87156529574777,3.4865507998579,1.77755503480379,0.00533291630589653,0.0937925493820526,0.990159328441165
"416","chr2",70124314,70124714,401,"*",3.86164781258897,3.02558745454146,4.38754512298797,-0.00668460014002214,0.0938386084909583,0.990159328441165
"417","chr4",141301859,141302259,401,"*",1.93261818218138,2.7276472186106,0.0160709646336795,0.00331598486941716,0.0946649663116518,0.990159328441165
"418","chr1",89701733,89702133,401,"*",2.19416510311667,2.93275898847819,0.601033465354835,0.00384808598612017,0.0948074290105809,0.990159328441165
"419","chr10",103504303,103504703,401,"*",2.5406032593119,3.19598065614229,1.30604324891617,0.0047755857178352,0.0948358205797332,0.990159328441165
"420","chr8",142968891,142969291,401,"*",2.5406032593119,3.19598065614229,1.30604324891617,0.0047755857178352,0.0948358205797332,0.990159328441165
"421","chr8",68152742,68153142,401,"*",2.87429194322903,3.4865507998579,1.789160202919,0.00531358027608378,0.0949751336283013,0.990159328441165
"422","chr2",204354212,204354612,401,"*",2.19463374066701,2.93332070106514,0.601033465354835,0.0038238076882953,0.0958331414787729,0.990159328441165
"423","chr7",25111161,25111561,401,"*",1.92268136315318,2.72829472794918,0,0.00324745414614607,0.096031769105023,0.990159328441165
"424","chr9",134338454,134338854,401,"*",3.74636283172134,4.27351496798504,2.90707213110135,0.00651426904886327,0.0960854446156233,0.990159328441165
"425","chr7",136033429,136033829,401,"*",3.06619261025334,3.67062321783627,2.00616059816012,0.00534484287626934,0.0962211492237761,0.990159328441165
"426","chr10",68332161,68332561,401,"*",3.83243829018966,3.02664069130529,4.34638806274855,-0.00679044336089426,0.0962613226638308,0.990159328441165
"427","chr6",26194511,26194911,401,"*",3.01882139511253,3.61125219853307,1.99618168282715,0.00551550942729679,0.0962981689897269,0.990159328441165
"428","chr16",10972208,10972608,401,"*",4.49350950227881,4.9803274670134,3.75329269429819,0.00724792970000964,0.0963332622245007,0.990159328441165
"429","chr17",57481872,57482272,401,"*",2.41629797312233,3.11329818539134,1.01607096463368,0.00422413087596807,0.0967945433426173,0.990159328441165
"430","chr6",7899608,7900008,401,"*",3.92202652029182,4.41830620104389,3.15941552061405,0.00704755589180547,0.0969150001078062,0.990159328441165
"431","chr11",75096835,75097235,401,"*",4.04085367171624,4.54988217843239,3.24726789576619,0.00679949594855121,0.0969722541445975,0.990159328441165
"432","chr19",53161165,53161565,401,"*",2.6043022341081,3.27639568519349,1.30604324891617,0.00452460426813483,0.0970071437353811,0.990159328441165
"433","chr12",112409299,112409699,401,"*",3.95687222274678,3.11527977031744,4.48491609764513,-0.00649629305640503,0.0974993531811498,0.990159328441165
"434","chr17",28644863,28645263,401,"*",3.28355122282256,2.34751554942882,3.84654615492621,-0.00593866439819933,0.0976155658824994,0.990159328441165
"435","chr15",75694374,75694774,401,"*",5.08306812961275,5.56415702373842,4.35617394112719,0.00730054476646103,0.0979378206226359,0.990159328441165
"436","chr13",98509470,98509870,401,"*",2.33816052065282,3.02611416903756,0.976014365898791,0.00432834171392538,0.0981092600660048,0.990159328441165
"437","chr15",68818024,68818424,401,"*",3.32629964984948,2.34667240604952,3.90440679520776,-0.00570303362303339,0.0981777754534889,0.990159328441165
"438","chr9",130537544,130537944,401,"*",3.63158354501112,4.15547241521515,2.80067276247867,0.00648364272764059,0.0985476672619231,0.990159328441165
"439","chr4",37000315,37000715,401,"*",2.54134037964252,3.19691660086849,1.30604324891617,0.00466401304750829,0.0987343917740081,0.990159328441165
"440","chrX",50198514,50198914,401,"*",2.54134037964252,3.19691660086849,1.30604324891617,0.00466401304750829,0.0987343917740081,0.990159328441165
"441","chr17",75785143,75785543,401,"*",3.69856464309698,2.83053208701252,4.23671189095042,-0.0062827456792387,0.0988814001832908,0.990159328441165
"442","chr11",8964699,8965099,401,"*",2.25366350820422,0.614758296680878,3.00117976831777,-0.00370362833195752,0.0990667796156464,0.990159328441165
"443","chr12",69624002,69624402,401,"*",5.43654666859917,5.9332504989509,4.67292012290748,0.00695551473716414,0.0991841776466573,0.990159328441165
"444","chr6",119324764,119325164,401,"*",3.77531409428177,4.31152989087145,2.91238807583476,0.00622985143999553,0.0995560325478853,0.990159328441165
"445","chr12",112351139,112351539,401,"*",5.0121859452309,5.4521462131394,4.37604785468112,0.00811565743733028,0.0996240530828633,0.990159328441165
